icdsTableName,dlTableName,table_description,dataSensitivity,column_mapping,columns,BANNER_NAME,OP-Company code,dlSchemaName,tableLoadType,se15_file_exists,cluster_name,table_name,dag_name,output_dir,full_banner_name,tags,bucket_id
ZMWM_HISTRY_DATA,db_data_acrcy,Database Table to display history data on pick accuracy,se,"{'MANDT': 'clnt', 'HUIDENT': 'hndl_unit_id', 'PICKER': 'pick', 'CHECKER': 'chec', 'STG_LANE': 'stag_lane', 'CREATED': 'dt', 'MATID': 'prod', 'EAN11': 'arti_nbr', 'TIME': 'tm', 'LINE_CAT': 'chk_line_catg', 'LGNUM': 'whse_cmplx', 'SYSTEM_QTY': 'sys_qty', 'SUOM': 'sys_unit_meas', 'COUNTED_QTY': 'cnt_qty', 'CUOM': 'cnt_unit_meas', 'DIFFERENCE': 'diff', 'DUOM': 'diff_unit_meas', 'DS_LOAD_START_TS': 'ds_load_ts'}","[{'column_name': 'MANDT', 'column_abbrev': 'clnt', 'sensitivity_level': 'ns', 'description': 'Client', 'is_primary_key': True, 'data_type': 'CLNT', 'length': '3'}, {'column_name': 'HUIDENT', 'column_abbrev': 'hndl_unit_id', 'sensitivity_level': 'ns', 'description': 'Handling Unit Identification', 'is_primary_key': True, 'data_type': 'CHAR', 'length': '20'}, {'column_name': 'PICKER', 'column_abbrev': 'pick', 'sensitivity_level': 'se', 'description': 'Picker', 'is_primary_key': True, 'data_type': 'CHAR', 'length': '12'}, {'column_name': 'CHECKER', 'column_abbrev': 'chec', 'sensitivity_level': 'se', 'description': 'Checker', 'is_primary_key': True, 'data_type': 'CHAR', 'length': '12'}, {'column_name': 'STG_LANE', 'column_abbrev': 'stag_lane', 'sensitivity_level': 'ns', 'description': 'Staging lane', 'is_primary_key': True, 'data_type': 'CHAR', 'length': '18'}, {'column_name': 'CREATED', 'column_abbrev': 'dt', 'sensitivity_level': 'ns', 'description': 'Date', 'is_primary_key': True, 'data_type': 'DATS', 'length': '8'}, {'column_name': 'MATID', 'column_abbrev': 'prod', 'sensitivity_level': 'se', 'description': 'Product', 'is_primary_key': True, 'data_type': 'RAW', 'length': '16'}, {'column_name': 'EAN11', 'column_abbrev': 'arti_nbr', 'sensitivity_level': 'ns', 'description': 'International Article Number (EAN/UPC)', 'is_primary_key': True, 'data_type': 'CHAR', 'length': '18'}, {'column_name': 'TIME', 'column_abbrev': 'tm', 'sensitivity_level': 'ns', 'description': 'Time', 'is_primary_key': True, 'data_type': 'TIMS', 'length': '6'}, {'column_name': 'LINE_CAT', 'column_abbrev': 'chk_line_catg', 'sensitivity_level': 'ns', 'description': 'HU check line category', 'is_primary_key': False, 'data_type': 'CHAR', 'length': '1'}, {'column_name': 'LGNUM', 'column_abbrev': 'whse_cmplx', 'sensitivity_level': 'ns', 'description': 'Warehouse Number/Warehouse Complex', 'is_primary_key': False, 'data_type': 'CHAR', 'length': '4'}, {'column_name': 'SYSTEM_QTY', 'column_abbrev': 'sys_qty', 'sensitivity_level': 'se', 'description': 'System quantity', 'is_primary_key': False, 'data_type': 'QUAN', 'length': '15'}, {'column_name': 'SUOM', 'column_abbrev': 'sys_unit_meas', 'sensitivity_level': 'ns', 'description': 'System unit of measure', 'is_primary_key': False, 'data_type': 'UNIT', 'length': '3'}, {'column_name': 'COUNTED_QTY', 'column_abbrev': 'cnt_qty', 'sensitivity_level': 'se', 'description': 'Counted quantity', 'is_primary_key': False, 'data_type': 'QUAN', 'length': '15'}, {'column_name': 'CUOM', 'column_abbrev': 'cnt_unit_meas', 'sensitivity_level': 'ns', 'description': 'Counted unit of measure', 'is_primary_key': False, 'data_type': 'UNIT', 'length': '3'}, {'column_name': 'DIFFERENCE', 'column_abbrev': 'diff', 'sensitivity_level': 'se', 'description': 'Difference', 'is_primary_key': False, 'data_type': 'QUAN', 'length': '15'}, {'column_name': 'DUOM', 'column_abbrev': 'diff_unit_meas', 'sensitivity_level': 'ns', 'description': 'Difference unit of measure', 'is_primary_key': False, 'data_type': 'UNIT', 'length': '3'}]",MM,SA-MM,sa_supply_chain_dl_secure,INC,True,sa-supply-chain-dl-secure-mm-db-data-acrcy,mm_db_data_acrcy,INTLDLDAT-SAMM-INC-SA_SUPPLY_CHAIN_DL_SECURE-MM_DB_DATA_ACRCY,/Users/vn59a0h/Desktop/projects/ingestion_tool/output/configs/sa_supply_chain_dl_secure/mm_db_data_acrcy,massmart,"['Massmart-eComm', 'P2', 'Ephemeral', 'SA', 'SECURE', 'MDSE', 'massmart', 'mm_db_data_acrcy', 'SLT']",932bc9f50d47e94a1727cacc3a61c0e7a3fb3573d08c1f5b637d33ea7c6980
